TÍTULO,USO QUE AMPARA EL TÍTULO,TITULAR,FECHA DE REGISTRO,AUTORIDAD QUE EMITE EL ACTO
817913,PECUARIO,EJIDO IGNACIO ZARAGOZA,2020-06-25,DIRECCIÓN LOCAL DURANGO
817919,PECUARIO,EJIDO IGNACIO ZARAGOZA,2020-02-18,DIRECCIÓN LOCAL DURANGO
817925,PECUARIO,EJIDO VILLA HIDALGO,2020-04-21,DIRECCIÓN LOCAL DURANGO
817926,AGR͍COLA,HERMELINDA BUENO REA,2020-04-06,DIRECCIÓN LOCAL NAYARIT
817933,DIFERENTES USOS,EJIDO SAN JAVIER,2020-09-24,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
817934,AGR͍COLA,JOSE FRANCISCO NEYRA SKIDMORE,2020-11-05,ORGANISMO DE CUENCA PACÍFICO SUR
817940,PECUARIO,EJIDO JUAN B. CEBALLOS,2020-04-20,DIRECCIÓN LOCAL DURANGO
817949,PECUARIO,SALVADOR SALINAS SORIANO,2020-05-27,ORGANISMO DE CUENCA PACÍFICO SUR
817976,DIFERENTES USOS,"OTILIA MENA MARTINEZ, JENNIFER NUÑEZ MENA, MAYRA NUÑEZ MENA, LORENA NUÑEZ MENA, JESUS MANUEL NUÑEZ MENA",2020-04-30,DIRECCIÓN LOCAL DURANGO
817978,DIFERENTES USOS,JAVIER RODRIGUEZ MUÑOZ,2021-08-23,DIRECCIÓN LOCAL ZACATECAS
817987,DIFERENTES USOS,EJIDO JUAN B. CEBALLOS,2020-02-14,DIRECCIÓN LOCAL DURANGO
817992,PÚBLICO URBANO,MUNICIPIO DE NEJAPA DE MADERO,2020-07-16,ORGANISMO DE CUENCA PACÍFICO SUR
817993,PECUARIO,EJIDO JUAN B. CEBALLOS,2020-04-20,DIRECCIÓN LOCAL DURANGO
818030,AGR͍COLA,PATRICIO RAMIREZ MERLIN,2020-03-23,ORGANISMO DE CUENCA PACÍFICO SUR
818033,AGR͍COLA,TEODORO AVILA AYONA,2020-04-22,ORGANISMO DE CUENCA PACÍFICO SUR
818052,AGR͍COLA,ESTER CHAVEZ ZARATE,2020-03-19,ORGANISMO DE CUENCA PACÍFICO SUR
818060,DIFERENTES USOS,MARTIN FELIPE AMBRIZ TORRES,2020-02-10,DIRECCIÓN LOCAL MICHOACÁN
818064,PECUARIO,TEODORO AVILA AYONA,2020-02-13,ORGANISMO DE CUENCA PACÍFICO SUR
818083,AGR͍COLA,"UNIDAD DE RIEGO TEXIMALPA, S.C. DE R.L. DE C.V.",2020-02-10,ORGANISMO DE CUENCA GOLFO CENTRO
818093,AGR͍COLA,GUILLERMO DELGADO LOPEZ,2020-02-24,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818117,PECUARIO,EJIDO VILLA OCAMPO,2020-02-26,DIRECCIÓN LOCAL DURANGO
818128,AGR͍COLA,FRANCISCO GERARDO AGUIRRE FLORES,2020-02-14,ORGANISMO DE CUENCA RÍO BRAVO
818139,AGR͍COLA,JUAN HERNANDEZ RINCON,2020-02-12,DIRECCIÓN LOCAL COLIMA
818160,AGR͍COLA,ARMANDO PACHECO PLANCARTE,2020-02-19,DIRECCIÓN LOCAL MICHOACÁN
818185,PÚBLICO URBANO,MUNICIPIO DE SAN MATEO RIO HONDO (EL CUACHEPIL).,2020-07-14,ORGANISMO DE CUENCA PACÍFICO SUR
818194,AGR͍COLA,IRINEO PLUTARCO CALLEJA AGUSTINIANO,2020-05-04,ORGANISMO DE CUENCA PACÍFICO SUR
818198,AGR͍COLA,SAVILA DE MEXICO S.P.R. DE R.L. DE C.V.,2020-06-10,ORGANISMO DE CUENCA GOLFO NORTE
818200,AGR͍COLA,EUGENIO AYONA GARCIA,2020-04-22,ORGANISMO DE CUENCA PACÍFICO SUR
818216,AGR͍COLA,FLORENTINO CORONADO,2020-05-05,ORGANISMO DE CUENCA PACÍFICO SUR
818222,AGR͍COLA,MIGUEL ANGEL SERRANO BAÑOS,2020-02-21,ORGANISMO DE CUENCA PACÍFICO SUR
818224,AGR͍COLA,JOSE SANCHEZ VILLA,2020-06-04,ORGANISMO DE CUENCA GOLFO NORTE
818225,AGR͍COLA,FRANCISCA OLVERA CORONADO,2020-06-04,ORGANISMO DE CUENCA GOLFO NORTE
818226,AGR͍COLA,RAMON GARZA PIZAÑA,2020-06-04,ORGANISMO DE CUENCA GOLFO NORTE
818227,AGR͍COLA,PEDRO GARZA PIZAÑA,2020-06-04,ORGANISMO DE CUENCA GOLFO NORTE
818228,AGR͍COLA,HERMINIA GARZA SANTOS,2020-06-04,ORGANISMO DE CUENCA GOLFO NORTE
818229,AGR͍COLA,SERGIO HUMBERTO MARTINEZ FLORES,2020-06-04,ORGANISMO DE CUENCA GOLFO NORTE
818234,AGR͍COLA,LUIS RAMIREZ RAMIREZ,2020-05-27,ORGANISMO DE CUENCA PACÍFICO SUR
818255,PECUARIO,DONATO SANCHEZ RETA,2020-03-06,DIRECCIÓN LOCAL DURANGO
818272,AGR͍COLA,"SOCIEDAD DE PRODUCCION AGROPECUARIA FLOR DE MARIA, SPR DE RL DE CV",2020-02-19,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
818290,PECUARIO,EJIDO VILLA OCAMPO,2020-02-26,DIRECCIÓN LOCAL DURANGO
818291,PECUARIO,EJIDO VILLA OCAMPO,2020-04-20,DIRECCIÓN LOCAL DURANGO
818294,PECUARIO,EJIDO VILLA OCAMPO,2020-04-17,DIRECCIÓN LOCAL DURANGO
818302,PECUARIO,EJIDO VILLA OCAMPO,2020-03-06,DIRECCIÓN LOCAL DURANGO
818305,PECUARIO,EJIDO VILLA OCAMPO,2020-02-27,DIRECCIÓN LOCAL DURANGO
818327,DIFERENTES USOS,JUAN ANTONIO LOPEZ SALAS,2020-02-14,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
818374,PÚBLICO URBANO,MUNICIPIO DE TEPEHUACAN DE GUERRERO,2020-11-10,DIRECCIÓN LOCAL HIDALGO
818420,AGR͍COLA,"SOCIEDAD TOMA DEL NARANJO DE GUEMEZ, S. DE R.L. MI.",2020-10-02,ORGANISMO DE CUENCA GOLFO NORTE
818478,AGR͍COLA,JOSE CONCEPCION GROSS,2020-02-21,ORGANISMO DE CUENCA PACÍFICO SUR
818508,SERVICIOS,"MIGUEL GUDIÑO LOPEZ, MIGUEL BRAVO ARZETA",2021-08-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818532,AGR͍COLA,AGUA DE MAYO S.P.R. DE R.L. DE C.V.,2020-02-18,DIRECCIÓN LOCAL CHIHUAHUA
818581,AGR͍COLA,JOYCE LYNN LOEWEN THIESSEN,2020-03-24,DIRECCIÓN LOCAL CHIHUAHUA
818595,AGR͍COLA,RITA ISABEL BARBOZA GOVEA,2020-07-09,ORGANISMO DE CUENCA GOLFO NORTE
818600,AGR͍COLA,"JOSE BROHEZ MARTINEZ MADERO, NICOLAS BROHEZ MARTINEZ MADERO, DARIO BROHEZ MARTINEZ MADERO, DAMIAN BROHEZ MARTINEZ MADERO",2020-05-20,ORGANISMO DE CUENCA GOLFO NORTE
818611,AGR͍COLA,BERNARDO JAVIER LLAGUNO JIMENEZ,2020-04-27,OFICINAS CENTRALES
818698,AGR͍COLA,MA. ANTONIETA MONTES DIAZ,2020-04-22,DIRECCIÓN LOCAL QUERÉTARO
818751,PECUARIO,ROMAN MIRANDA LIMON,2020-03-12,ORGANISMO DE CUENCA NOROESTE
818774,PECUARIO,ANTONIO BARRIO JURADO,2020-04-22,DIRECCIÓN LOCAL CHIHUAHUA
818849,AGR͍COLA,ERNESTINA ADAME MARTINEZ,2020-04-06,DIRECCIÓN LOCAL DURANGO
818890,AGR͍COLA,LAS MARIAS DE LOS OJUELOS S.A. DE C.V.,2020-02-26,DIRECCIÓN LOCAL CHIHUAHUA
818952,GENERACIÓN  DE ENERGÍA ELÉCTRICA,HIDROELECTRICA MIZU S.A.P.I DE C.V.,2020-04-20,ORGANISMO DE CUENCA GOLFO CENTRO
819008,AGR͍COLA,"UNIDAD DE RIEGO SANTA BARBARA, A. C.",2020-03-19,DIRECCIÓN LOCAL MICHOACÁN
819044,AGR͍COLA,JUSTO ELISEO JUARES,2020-07-31,ORGANISMO DE CUENCA PACÍFICO SUR
819077,AGR͍COLA,CELIA MUÑOZ MONTOYA,2020-03-04,DIRECCIÓN LOCAL MICHOACÁN
819085,AGR͍COLA,POZO MILPA GRANDE EJIDO EL PORVENIR S.P.R. DE R.I.,2020-03-05,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
819113,AGR͍COLA,"LUIS ENRIQUE PALOS CRUZ, MA. CONSUELO CRUZ PONCE",2020-11-09,DIRECCIÓN LOCAL AGUASCALIENTES
819139,AGR͍COLA,ANA MARIA FIGUEROA GONZALEZ,2020-04-02,ORGANISMO DE CUENCA GOLFO CENTRO
819181,PECUARIO,EJIDO DERRAMADERO,2021-02-19,ORGANISMO DE CUENCA RÍO BRAVO
819193,PECUARIO,EJIDO DERRAMADERO,2021-03-01,ORGANISMO DE CUENCA RÍO BRAVO
819195,PECUARIO,EJIDO DERRAMADERO,2021-02-19,ORGANISMO DE CUENCA RÍO BRAVO
819200,AGR͍COLA,MATIAS LOPEZ HERNANDEZ,2021-01-25,ORGANISMO DE CUENCA FRONTERA SUR
819202,PECUARIO,EJIDO CARNEROS,2021-06-01,ORGANISMO DE CUENCA RÍO BRAVO
819237,AGR͍COLA,DELFINO VALLE COLUNGA,2020-08-20,ORGANISMO DE CUENCA GOLFO NORTE
819247,AGR͍COLA,JOSE LUIS RAMIREZ JORGE,2020-04-30,DIRECCIÓN LOCAL GUERRERO
819289,AGR͍COLA,"AGRICOLA ANDIEGUI, S.A.P.I. DE C.V.",2020-03-09,ORGANISMO DE CUENCA GOLFO NORTE
819302,AGR͍COLA,VENANCIO PEDRAZA URIBE,2020-04-12,DIRECCIÓN LOCAL MICHOACÁN
819309,AGR͍COLA,HECTOR ARNOLDO JIMENEZ OROZCO,2020-03-13,DIRECCIÓN LOCAL AGUASCALIENTES
819310,AGR͍COLA,JORGE DELGADO GONZALEZ,2020-03-13,DIRECCIÓN LOCAL AGUASCALIENTES
819311,AGR͍COLA,"PROMESA DE MEXICO, S.A DE C.V.",2020-05-04,ORGANISMO DE CUENCA GOLFO NORTE
819375,AGR͍COLA,CLEMENTE RUBEN NEVAREZ CADENA,2020-03-18,DIRECCIÓN LOCAL CHIHUAHUA
819391,PÚBLICO URBANO,COMISION DEL AGUA DEL ESTADO DE VERACRUZ,2020-04-24,ORGANISMO DE CUENCA GOLFO NORTE
819393,AGR͍COLA,"IMPULSORA DE CAÑA EN LA HUASTECA, S.A. DE C.V.",2020-03-20,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
819394,AGR͍COLA,"IMPULSORA DE CAÑA EN LA HUASTECA, S.A. DE C.V.",2020-04-11,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
819404,AGR͍COLA,ARTURO GARCIA FIGUEROA,2020-03-20,DIRECCIÓN LOCAL MICHOACÁN
819454,PÚBLICO URBANO,MUNICIPIO DE TLAHUAPAN PUEBLA,2020-10-13,DIRECCIÓN LOCAL ESTADO DE MÉXICO
819467,AGR͍COLA,CARLOS JALIFE GARCIA,2020-07-03,DIRECCIÓN LOCAL CHIHUAHUA
819513,DIFERENTES USOS,ELIZABETH CUESTA ROSAS,2020-07-14,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
819576,AGR͍COLA,JOSE ZUÑIGA SANCHEZ,2020-03-25,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
819588,AGR͍COLA,EULALIO MILAN SANTILLAN,2021-08-23,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
819618,AGR͍COLA,"ALBERTO AGUAYO NAVARRO, MARIA EVA RODRIGUEZ AYALA",2020-08-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
819647,AGR͍COLA,"CARLOS HERNAN SILVA VALDES, GERARDO ALFONSO SILVA CORTES, MARIA TERESA CORTES OROZCO",2020-06-10,DIRECCIÓN LOCAL MICHOACÁN
819648,AGR͍COLA,JESUS BARBOSA GARCIA,2020-06-10,DIRECCIÓN LOCAL MICHOACÁN
819667,AGR͍COLA,EJIDO EL ESCALON (GRUPO EL ESCALON),2020-05-13,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
819737,DIFERENTES USOS,EJIDO SAN JAVIER,2020-07-14,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
819798,DIFERENTES USOS,MARIA EDITH VIRGINIA HERRERA GONZALEZ,2020-07-09,ORGANISMO DE CUENCA GOLFO NORTE
819834,DIFERENTES USOS,ANTONIO ESPINOZA ESPINOZA,2020-07-14,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
819937,AGR͍COLA,MISAEL VAZQUEZ GUZMAN,2020-04-02,ORGANISMO DE CUENCA PACÍFICO SUR
820883,AGR͍COLA,PABLO FRANCISCO VASQUEZ GUZMAN,2020-04-01,ORGANISMO DE CUENCA PACÍFICO SUR
820892,AGR͍COLA,ARTURO CARRILLO GUZMAN,2020-04-04,ORGANISMO DE CUENCA PACÍFICO SUR
820911,AGR͍COLA,DIEGO ANTONIO SANCHEZ FLORES,2020-04-03,ORGANISMO DE CUENCA PACÍFICO SUR
820917,AGR͍COLA,MAXIMO SANCHEZ JACOME,2020-04-09,ORGANISMO DE CUENCA GOLFO CENTRO
820963,PECUARIO,EJIDO PILAR DE RICHARDSON,2020-04-22,ORGANISMO DE CUENCA RÍO BRAVO
820974,AGR͍COLA,"GRUPO AGROINDUSTRIAL TENEVI, SPR DE RL",2020-04-11,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
821012,PÚBLICO URBANO,ALTO LUCERO DE GUTIERREZ BARRIOS,2020-05-04,ORGANISMO DE CUENCA GOLFO CENTRO
821043,AGR͍COLA,"AGRICOLA AMAJAC, S.A. DE C.V.",2020-04-10,ORGANISMO DE CUENCA GOLFO NORTE
821054,AGR͍COLA,"UNIDAD DE RIEGO ATZOMPA Y TELCAMPANA, A.C.",2020-05-20,DIRECCIÓN LOCAL PUEBLA
821061,PECUARIO,"ALFREDO ORMART THING, JOSE FERNANDO ORMART THING",2020-04-08,ORGANISMO DE CUENCA PENÍNSULA DE BAJA CALIFORNIA
821064,PECUARIO,"ALFREDO ORMART THING, JOSE FERNANDO ORMART THING",2020-04-03,ORGANISMO DE CUENCA PENÍNSULA DE BAJA CALIFORNIA
821110,AGR͍COLA,JUAN CASTILLO MOYA,2020-06-11,ORGANISMO DE CUENCA GOLFO NORTE
821139,PECUARIO,RAFAEL VALLES SAENZ,2020-06-09,DIRECCIÓN LOCAL CHIHUAHUA
821141,AGR͍COLA,USUARIOS DEL DISTRITO DE RIEGO DEL SUCHIATE A.C.,2020-04-06,ORGANISMO DE CUENCA FRONTERA SUR
821146,AGR͍COLA,ANA MARIA MAYAGOITIA MONZON,2020-06-08,DIRECCIÓN LOCAL CHIHUAHUA
821208,AGR͍COLA,"RANCHO LA VICENTE, S.P.R. DE R.L. DE C.V.",2020-04-16,ORGANISMO DE CUENCA GOLFO NORTE
821243,AGR͍COLA,MARIA LETICIA PEÑA SALAZAR,2021-02-18,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821292,AGR͍COLA,VICTOR MANUEL MORA HERRERA,2020-10-15,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821316,AGR͍COLA,ELVIA VAZQUEZ VELA,2020-04-13,ORGANISMO DE CUENCA GOLFO CENTRO
821340,PECUARIO,JOSE MIGUEL VIVEROS TORAL,2020-06-03,ORGANISMO DE CUENCA GOLFO CENTRO
821372,PÚBLICO URBANO,"MUNICIPIO DE MADERA, LOCALIDAD EL REFUGIO",2020-07-07,DIRECCIÓN LOCAL CHIHUAHUA
821373,PÚBLICO URBANO,"MUNICIPIO DE MADERA, LOCALIDAD EL CABLE",2020-07-06,DIRECCIÓN LOCAL CHIHUAHUA
821389,AGR͍COLA,JOSE LUIS SANCHEZ PARTIDA,2021-07-13,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821401,AGR͍COLA,SANTA LUCIA LOREDO MENDEZ,2020-04-29,ORGANISMO DE CUENCA GOLFO NORTE
821504,AGR͍COLA,FCO. JAVIER CONTRERAS CARDENAS,2021-06-09,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821624,AGR͍COLA,FRANZ PETERS PETERS,2020-05-20,DIRECCIÓN LOCAL CHIHUAHUA
821625,AGR͍COLA,JUAN ANTONIO LOPEZ SALAS,2020-04-28,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
821655,AGR͍COLA,JOSE SALVADOR PEREA ARELLANO,2020-06-02,DIRECCIÓN LOCAL QUERÉTARO
821662,AGR͍COLA,EUSTAQUIO GARCIA,2020-06-25,ORGANISMO DE CUENCA PACÍFICO SUR
821682,PECUARIO,DANIEL CAMACHO CAMPOS,2020-06-11,DIRECCIÓN LOCAL COLIMA
821698,AGR͍COLA,JESUS FERNANDO ELIZONDO GARCIA,2020-04-30,OFICINAS CENTRALES
821712,AGR͍COLA,ROGELIO CASTAÑEDA PALOMERA,2020-05-20,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821727,AGR͍COLA,GRACIELA LOPEZ HERNANDEZ,2020-05-19,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821729,AGR͍COLA,"PRODUCTORES AGROPECUARIOS HERMANOS ALVAREZ CARDENAS, S.C.",2020-05-15,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821747,PÚBLICO URBANO,"MUNICIPIO DE SITALA, CHIS. (LOC. SAN JOSE ARENAL)",2020-04-27,ORGANISMO DE CUENCA FRONTERA SUR
821754,PECUARIO,JACINTO JAVIER PIZARRO BELTRAN,2020-06-09,DIRECCIÓN LOCAL CHIHUAHUA
821757,PÚBLICO URBANO,"MUNICIPIO DE SITALA, CHIS. (LOC. SANTA CRUZ LA REFORMA)",2020-04-28,ORGANISMO DE CUENCA FRONTERA SUR
821787,AGR͍COLA,MARIA ELISA OLVERA AGUIRRE,2020-06-12,DIRECCIÓN LOCAL NAYARIT
821800,PÚBLICO URBANO,"MUNICIPIO DE VILLA CORZO, CHIAPAS (LAS CAROLINAS)",2020-05-01,ORGANISMO DE CUENCA FRONTERA SUR
821822,PECUARIO,JACINTO JAVIER PIZARRO BELTRAN,2020-06-18,DIRECCIÓN LOCAL CHIHUAHUA
821827,PECUARIO,JACINTO JAVIER PIZARRO BELTRAN,2020-06-15,DIRECCIÓN LOCAL CHIHUAHUA
821828,PÚBLICO URBANO,"MUNICIPIO DE TILA, CHIAPAS (VICTORIA)",2020-05-01,ORGANISMO DE CUENCA FRONTERA SUR
821833,PECUARIO,JACINTO JAVIER PIZARRO BELTRAN,2020-05-14,DIRECCIÓN LOCAL CHIHUAHUA
821836,PECUARIO,JACINTO JAVIER PIZARRO BELTRAN,2020-06-15,DIRECCIÓN LOCAL CHIHUAHUA
821846,PECUARIO,ELIZABETH VICTORIA ESPINOZA,2020-04-30,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
821880,PECUARIO,JACINTO JAVIER PIZARRO BELTRAN,2020-06-24,DIRECCIÓN LOCAL CHIHUAHUA
821917,PÚBLICO URBANO,"MUNICIPIO DE CHILON, CHIAPAS (LOCALIDAD DELINA BAJA)",2020-05-01,ORGANISMO DE CUENCA FRONTERA SUR
821959,AGR͍COLA,AGRICULTORES UNIDOS DE ALBARRADAS A.C,2020-05-07,ORGANISMO DE CUENCA PACÍFICO SUR
821979,AGR͍COLA,"UNIDAD DE RIEGO PARA EL DESARROLLO RURAL SAN PABLO AHUATEMPAN, SOCIEDAD DE PRODUCCION RURAL DE RESPO",2020-09-01,DIRECCIÓN LOCAL PUEBLA
821988,AGR͍COLA,SILVERIO PEREZ SALAZAR,2020-05-13,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821989,PÚBLICO URBANO,"MUNICIPIO DE OCOSINGO, CHIAPAS",2020-11-27,ORGANISMO DE CUENCA FRONTERA SUR
821990,PÚBLICO URBANO,"MUNICIPIO DE EL BOSQUE, CHIAPAS",2021-01-19,ORGANISMO DE CUENCA FRONTERA SUR
821999,AGR͍COLA,HILDA MARIA GUADALUPE ROSAS LOPEZ,2020-04-30,DIRECCIÓN LOCAL MICHOACÁN
822000,PÚBLICO URBANO,"MUNICIPIO DE HUIXTAN, CHIAPAS (LOC. LAS LAJAS)",2020-04-30,ORGANISMO DE CUENCA FRONTERA SUR
822002,AGR͍COLA,"PRODUCTORA AGRICOLA FRUCAM, S. P. R. DE R. L. DE C. V.",2020-04-30,DIRECCIÓN LOCAL MICHOACÁN
822015,PÚBLICO URBANO,MUNICIPIO DE OCOSINGO (LOCALIDAD ARROYO SANTA MARIA),2020-07-20,ORGANISMO DE CUENCA FRONTERA SUR
822054,PÚBLICO URBANO,MUNICIPIO DE CHAMULA,2020-09-08,ORGANISMO DE CUENCA FRONTERA SUR
822067,PECUARIO,EDGARDO GRANILLO ISLAS,2020-08-25,ORGANISMO DE CUENCA NOROESTE
822069,PECUARIO,EDGARDO GRANILLO ISLAS,2020-07-22,ORGANISMO DE CUENCA NOROESTE
822071,PECUARIO,EDGARDO GRANILLO ISLAS,2020-05-28,ORGANISMO DE CUENCA NOROESTE
822078,DIFERENTES USOS,ADRIAN FLORES SALAS,2020-05-12,ORGANISMO DE CUENCA GOLFO CENTRO
822112,DIFERENTES USOS,EMILIANO AGUILAR VAZQUEZ,2020-05-14,ORGANISMO DE CUENCA GOLFO CENTRO
822123,AGR͍COLA,HILDA MARIA GUADALUPE ROSAS LOPEZ,2020-06-25,DIRECCIÓN LOCAL MICHOACÁN
822124,AGR͍COLA,HUGO ROSAS LOPEZ,2020-06-25,DIRECCIÓN LOCAL MICHOACÁN
822125,PECUARIO,EDGARDO GRANILLO ISLAS,2020-07-10,ORGANISMO DE CUENCA NOROESTE
822129,PECUARIO,EDGARDO GRANILLO ISLAS,2020-05-27,ORGANISMO DE CUENCA NOROESTE
822191,PÚBLICO URBANO,MUNICIPIO DE SAN JUAN CANCUC,2020-05-08,ORGANISMO DE CUENCA FRONTERA SUR
822200,AGR͍COLA,ALMA DELIA FUENTES GARCIA,2020-05-14,DIRECCIÓN LOCAL GUERRERO
822253,PÚBLICO URBANO,"MUNICIPIO DE CHAPULTENANGO, CHIAPAS",2020-05-14,ORGANISMO DE CUENCA FRONTERA SUR
822259,PÚBLICO URBANO,"MUNICIPIO DE SALTO DE AGUA, CHIAPAS",2020-05-14,ORGANISMO DE CUENCA FRONTERA SUR
822264,DIFERENTES USOS,"SALVADOR CHAVEZ CHAVEZ, ISELA MARIVEL CHAVEZ CHAVEZ, HERMELINDA CHAVEZ CHAVEZ",2020-05-22,DIRECCIÓN LOCAL COLIMA
822265,DIFERENTES USOS,ENRIQUE SALVADOR CHAVEZ RAMIREZ,2020-05-22,DIRECCIÓN LOCAL COLIMA
822267,PECUARIO,ANTONIO BARRIO JURADO,2020-06-04,DIRECCIÓN LOCAL CHIHUAHUA
822294,PECUARIO,"GRUPO DE TRABAJO COLECTIVO EJIDAL DE C.A. DE R.I. RANCHO VIEJO NO. 1, S. DE S.S.",2020-05-26,ORGANISMO DE CUENCA GOLFO CENTRO
822305,DIFERENTES USOS,"""AGROPRODUCTORA FER & AL"", S. P. R. DE R. L.",2020-06-03,DIRECCIÓN LOCAL MICHOACÁN
822329,AGR͍COLA,ERACLIO BENITEZ GARCIA,2020-05-13,DIRECCIÓN LOCAL MICHOACÁN
822365,PECUARIO,JOSE SAUCEDO SALAZAR,2020-05-19,DIRECCIÓN LOCAL COLIMA
822384,AGR͍COLA,XOCHITL NATIVIDAD NAVARRETE ALEJANDRO,2020-05-21,DIRECCIÓN LOCAL GUERRERO
822404,PÚBLICO URBANO,"MUNICIPIO DE CHILON, CHIAPAS (LOC. WALHAASIL)",2020-06-11,ORGANISMO DE CUENCA FRONTERA SUR
822432,AGR͍COLA,ANGELINA CARDENAS TORRES,2020-06-04,DIRECCIÓN LOCAL COLIMA
822456,PÚBLICO URBANO,"MUNICIPIO DE CHILON, CHIAPAS (INDEPENDENCIA)",2020-05-15,ORGANISMO DE CUENCA FRONTERA SUR
822457,PÚBLICO URBANO,"MUNICIPIO DE SITALA, CHIAPAS (LOCALIDAD ACHÏLUM EL SUSPIRO)",2020-06-09,ORGANISMO DE CUENCA FRONTERA SUR
822459,PÚBLICO URBANO,"MUNICIPIO DE LARRAINZAR, CHIAPAS (LOC. BAJOVELTIC)",2020-05-18,ORGANISMO DE CUENCA FRONTERA SUR
822471,AGR͍COLA,"""PRODUCTORES DEL RIO TEPALCATEPEC"", SOCIEDAD DE SOLIDARIDAD SOCIAL",2020-05-25,DIRECCIÓN LOCAL MICHOACÁN
822485,PÚBLICO URBANO,"MUNICIPIO DE OCOSINGO, CHIAPAS",2020-05-22,ORGANISMO DE CUENCA FRONTERA SUR
822499,AGR͍COLA,"UNIDAD DE RIEGO LA CHARRAZCA, A.C.",2020-05-19,DIRECCIÓN LOCAL QUERÉTARO
822538,PÚBLICO URBANO,"MUNICIPIO DE CHILON, CHIAPAS (NICHTEEL)",2020-05-20,ORGANISMO DE CUENCA FRONTERA SUR
822539,SERVICIOS,GONZALO CORIA CRUZ,2020-05-18,DIRECCIÓN LOCAL MICHOACÁN
822547,PECUARIO,ANASTASIO GARCIA VALDOVINOS,2020-05-28,DIRECCIÓN LOCAL COLIMA
822637,AGR͍COLA,JOSE CRUZ GUDIÑO COVARRUBIAS,2020-09-22,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
822640,AGR͍COLA,JUAN FLORES CENTENO,2020-09-28,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
822658,SERVICIOS,"ROSA FE OLIVARES TREJO, RODOLFO ESCALANTE SOTO, ALICIA ESCALANTE SOTO, VIOLETA MARGARITA ESCALANTE SOTO, MARIA GUADALUPE ESCALANTE SOTO, ENRIQUE ESCALANTE OLIVARES, DAVID ESCALANTE OLIVARES",2020-05-29,DIRECCIÓN LOCAL MICHOACÁN
822666,DIFERENTES USOS,MARIA ANGELICA VALDEZ RIVERA,2020-06-03,ORGANISMO DE CUENCA PACÍFICO SUR
822673,AGR͍COLA,SEBASTIAN SANCHEZ RESENDIZ,2020-06-29,DIRECCIÓN LOCAL QUERÉTARO
822678,AGR͍COLA,OSCAR SOCORRO GALLEGOS REYES,2020-07-07,DIRECCIÓN LOCAL CHIHUAHUA
822684,AGR͍COLA,JOSUE MORIN DEGOLLADO,2020-07-03,ORGANISMO DE CUENCA GOLFO NORTE
822710,PECUARIO,FRANCISCO MENDOZA MIRANDA,2020-05-29,DIRECCIÓN LOCAL COLIMA
822711,AGR͍COLA,"IMELDA FRANCO GUTIERREZ, IMELDA PEÑA FRANCO, SANDRA PEÑA FRANCO, RAMON PEÑA FRANCO",2020-05-22,DIRECCIÓN LOCAL MICHOACÁN
822716,PÚBLICO URBANO,MUNICIPIO DE PISAFLORES,2020-07-21,DIRECCIÓN LOCAL HIDALGO
822739,AGR͍COLA,"IMELDA FRANCO GUTIERREZ, IMELDA PEÑA FRANCO, SANDRA PEÑA FRANCO, RAMON PEÑA FRANCO",2020-05-22,DIRECCIÓN LOCAL MICHOACÁN
822792,INDUSTRIAL,BENEFICIO FORTUNA SA DE CV,2020-05-25,ORGANISMO DE CUENCA GOLFO CENTRO
822801,AGR͍COLA,"IMELDA FRANCO GUTIERREZ, IMELDA PEÑA FRANCO, SANDRA PEÑA FRANCO, RAMON PEÑA FRANCO",2020-05-25,DIRECCIÓN LOCAL MICHOACÁN
